measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,1999,0.0010365557022354,0.0017082618568819,0.0005172750998358
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,1999,323.61693279415,531.4076694396,159.76005827871
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,1999,386.11951383039,633.51252310563,192.73198034347
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2000,4416.105526427432,7277.989251148438,2174.488926826569
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2000,6307.621411061975,10374.410676380634,3144.392788709418
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2000,0.0008610256748548,0.0013933259659535,0.0004205110486958
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2000,0.0010177510662922,0.0016830931597177,0.0005049560642112
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2000,309.57083552646,510.19007583664006,152.43257886215
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2000,378.09282026581997,621.8651906326501,188.48187930583
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2001,4324.9598317662485,7142.009113953385,2122.0509560688706
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2001,6168.656154228897,10148.226496716472,3071.7275173171265
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2001,0.0008440941132984,0.0013655309570073,0.0004141626929064
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2001,0.0010026203799114,0.0016636918723331,0.0004984424298638
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2001,303.4939216011,501.17375384254,148.90995328196001
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2001,372.16101289978,612.25235411529,185.32030244758
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2002,4252.148515723582,7003.380771008813,2083.1926391757243
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2002,6049.064443507891,9964.425159294537,3007.9104851918514
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2002,0.0008294437794142,0.001345348959037,0.0004088776592231
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2002,0.0009873985944395,0.0016427669424117,0.0004915955004714
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2002,298.18386802179,491.11529378778,146.08484080153
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2002,366.10831179922997,603.07819617203,182.04815638204
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2003,4252.089389937649,6994.47304390058,2089.1421939197485
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2003,6002.303101983458,9893.645281150366,2978.544066054855
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2003,0.0008179516255394,0.0013309148890019,0.000404746700908
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2003,0.0009730173963862,0.0016222726735493,0.000484803549167
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2003,294.02737259593,483.66022987613997,144.46191834798
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2003,360.37848886243,594.01480984585,178.83189024230998
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2004,4309.370543187302,7099.880089498096,2123.5401831572995
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2004,6021.190887406547,9925.85261265823,2980.02815520047
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2004,0.000810851071297,0.0013226694661874,0.0004013946742573
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2004,0.0009605267934592,0.0016044507655858,0.0004787298126947
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2004,291.38552714655003,480.07064647209,143.58683466298
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2004,355.41895813949,585.90339688709,175.90515264396
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2005,4405.828318194112,7274.198744481717,2175.7778744780044
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2005,6066.621213373252,10013.001190585914,2993.421836298022
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2005,0.0008086858724504,0.0013158431161948,0.0004000811964764
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2005,0.0009503585597495,0.0015907625042921,0.0004732320804349
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2005,290.51145155413,479.64602420523,143.46641378733
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2005,351.48636968248996,580.13073741068,173.43211932357
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2006,4583.287980535189,7520.707362978613,2252.494693728974
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2006,6118.528627608592,10069.580693690954,3016.3709355974825
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2006,0.000823592365431,0.0013346348599702,0.0004066972911753
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2006,0.0009419222651039,0.0015702779826884,0.0004666832419568
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2006,295.54311759365,484.95606429353,145.24710360225998
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2006,348.38517344451,573.35559413019,171.75026473347
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2007,4807.197160224928,7864.345715718196,2361.2994433365907
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2007,6095.44078465341,10001.135281834744,2990.65501110504
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2007,0.0008585606607063,0.0013882729607275,0.0004240232094292
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2007,0.0009341912442919,0.0015516848926119,0.0004593212717461
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2007,307.4218115407,502.92744939035,151.00586230722
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2007,345.66307416757996,567.14900346315,169.595447062
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2008,5007.551618637425,8173.128461926943,2473.5399414455333
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2008,6009.037746988603,9871.607915518573,2929.0535328424776
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2008,0.0009002543808936,0.0014521637970113,0.000443881709581
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2008,0.000926968488602,0.0015350282392101,0.0004525256202954
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2008,321.51386284665,524.7622597749901,158.81561330685
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2008,343.13361186716,563.69765370269,167.25751449642001
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2009,5102.705302203617,8319.55263913067,2522.487161749976
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2009,5851.618229316022,9622.88872169272,2835.848845546202
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2009,0.0009352472703514,0.001510831302602,0.0004602791698514
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2009,0.0009200800431019,0.0015210649687026,0.0004485438386577
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2009,333.27268064524,543.37443485417,164.75105037451
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2009,340.7402301725,560.34163362315,165.13172091863
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2010,5048.041593347814,8210.67446754396,2501.1220644041205
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2010,5646.553937953827,9300.12016525762,2725.977878404136
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2010,0.000950187199488,0.0015475991511259,0.0004673393376254
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2010,0.0009136478306964,0.0015103827198501,0.0004467300092253
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2010,338.21809151442,550.11405851298,167.57483384885
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2010,338.4172594528,557.38795971703,163.37716296973
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2011,4874.068528517081,7927.160460027488,2416.859347609431
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2011,5400.1832536783495,8912.200868139782,2615.633703611191
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2011,0.0009470942992216,0.0015409662619463,0.0004669731672545
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2011,0.0009064540089914,0.0014924124141809,0.0004446235349042
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2011,337.30082430895004,548.58435862208,167.254244666
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2011,335.70614287336,554.03315728553,162.60268597566
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2012,5053.772848030381,8185.707715719807,2505.9909210273927
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2012,5549.537901060097,9169.19308227913,2696.472936806159
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2012,0.0009402061594877,0.0015267697461539,0.0004643298203746
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2012,0.000898811002857,0.0014730884797151,0.0004421254054918
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2012,335.39706540428,543.25004875904,166.31178846313
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2012,332.73648289927,549.762000299,161.67380730105998
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2013,5235.530869550255,8448.165162054329,2594.5852573315087
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2013,5710.929392893126,9415.888514532264,2783.353570612894
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2013,0.0009316778242178,0.0015105955168877,0.0004606434879613
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2013,0.0008915231403012,0.0014568705555892,0.0004398791158117
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2013,333.03450492863,537.3916365699499,165.04275081177
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2013,329.81008733957,543.77401640126,160.74057671998
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2014,5435.441190201277,8761.267857784926,2691.6883876856296
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2014,5903.221527483081,9719.359859707058,2885.771628301031
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2014,0.0009243958249902,0.0014969361996341,0.0004575327954393
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2014,0.0008857649369674,0.0014457932590453,0.0004370595677019
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2014,330.9957474147,533.52475013727,163.91262061589
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2014,327.44947275943,539.12922745713,160.07266435657002
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2015,5604.230976919812,9025.188014103704,2774.145066673605
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2015,6073.976312200555,10020.030462146402,2978.896720595302
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2015,0.0009210400494965,0.0014923928888625,0.0004554912770911
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2015,0.0008827560535571,0.0014395170417295,0.0004346423332777
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2015,329.98391200461,531.41400840476,163.3450236686
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2015,326.14182591356,538.02498769542,159.95169650421002
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2016,5801.614922803585,9337.079735237336,2875.4679720917898
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2016,6276.410608312527,10347.35725071693,3089.0815991636427
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2016,0.0009214470957124,0.0014936381366146,0.0004570643465376
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2016,0.0008814458177757,0.0014380242317363,0.000435605579294
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2016,330.12258572996,531.29705200666,163.61942920401
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2016,325.63853473275003,536.85115008524,160.27058591248
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2017,5705.469158792728,9225.739056911516,2837.7327882241407
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2017,6162.154460629646,10162.893792696152,3039.209199725596
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2017,0.0009228712530248,0.001500527451592,0.0004587700021526
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2017,0.0008802701427621,0.0014370325417962,0.0004350751880974
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2017,330.52565601558996,534.45972086537,164.39375366340002
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2017,325.22093343869,536.36854233629,160.40079150324001
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2018,5613.119229300758,9135.106146618898,2800.809761962028
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2018,6058.727856750127,10022.917067301114,2990.1005444062585
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2018,0.000924726959257,0.001508416368801,0.0004605928058682
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2018,0.0008796923780707,0.0014478505477885,0.0004369707632535
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2018,331.07722784960004,538.81371401248,165.19947178104002
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2018,325.0634669915,537.75053910621,160.42517053064
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2019,5517.033807014007,9044.818635297685,2756.978403409308
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2019,5948.270076039587,9822.586282540316,2935.600706049157
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2019,0.0009262298511214,0.0015148935752821,0.0004622756090615
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2019,0.0008799002804991,0.0014599436099756,0.0004389961045415
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2019,331.34534192397,543.21916960937,165.58027079574
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2019,325.05608558543,536.7764755990299,160.42225086482
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2020,5488.216968542336,8838.12832954041,2750.0778541126424
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2020,5982.240781261255,9771.163863791382,2923.0497292870914
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2020,0.0009010694758175,0.0014743912860233,0.000455960658298
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2020,0.0008605194888172,0.001418279972152,0.0004171052499583
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2020,330.09351917558,531.57681264162,165.40579245939998
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2020,326.58012287347003,533.4235133513,159.57397481326
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Number,2021,7440.81132683587,12196.70474542347,3716.350306001537
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Number,2021,7269.894199324059,11782.934224398748,3481.6572394191408
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Percent,2021,0.0012209609554191,0.0020009956647124,0.0005963547855633
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Percent,2021,0.0010413657747,0.0016818532367302,0.0005144882681766
Incidence,Italy,Male,65-69 years,Atrial fibrillation and flutter,Rate,2021,446.22219972990996,731.4310472206901,222.86790185501002
Incidence,Italy,Female,65-69 years,Atrial fibrillation and flutter,Rate,2021,394.92907345194004,640.09505065695,189.1372322542
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,1990,3999.661358038101,5977.270527745279,2278.948953385809
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,1990,6445.20376308474,9359.830069510575,3891.840825807246
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,1990,0.0013930311979786,0.0020985827312437,0.0007975631201115
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,1990,0.0015750377307016,0.0022699359229437,0.0009503944592032
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,1990,528.67015680038,790.0680243317901,301.22857729073
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,1990,620.58174182139,901.21893134827,374.72909272539
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,1991,4273.43219117516,6400.796958066607,2432.859976529322
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,1991,6841.887249021421,9910.288186265796,4143.436273432741
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,1991,0.0013963863357375,0.0020995648088189,0.0007979046601452
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,1991,0.0015734168497765,0.0022678065350146,0.0009541439003589
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,1991,527.81749522946,790.57124735845,300.48588619411004
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,1991,616.59368678483,893.11923851768,373.40817742345996
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,1992,4704.283246392775,7049.599277284535,2675.9316320871403
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,1992,7504.335198774817,10827.957757316264,4554.86340582589
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,1992,0.0013942009975167,0.0020957041841894,0.0007944525287334
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,1992,0.001567119940298,0.002262477127695,0.0009538624485194
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,1992,525.34360087933,787.2531637895701,298.83055200502
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,1992,611.45110449585,882.25892830938,371.12897898999
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,1993,5183.99781615207,7773.530414593139,2947.184305426337
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,1993,8237.800806441892,11886.613510496354,5004.6340229758025
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,1993,0.0013866712073141,0.0020857607348597,0.0007876923165795
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,1993,0.0015556314820451,0.0022451049701105,0.0009499199932479
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,1993,521.33243077213,781.75061997404,296.38568772042
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,1993,605.08462956718,873.09796653284,367.60140176532997
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,1994,5649.75603296634,8487.15174900637,3212.204641739113
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,1994,8924.694407427387,12891.54522411511,5423.169095281892
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,1994,0.0013747567906401,0.0020794970630956,0.000778603207026
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,1994,0.0015402489786421,0.0022236546216634,0.0009432268449259
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,1994,516.20700877357,775.45423055405,293.49277030819
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,1994,598.01317054247,863.8182419163601,363.38796568299
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,1995,5832.154325782158,8762.877830562837,3319.246253645939
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,1995,9155.939189872191,13258.163515722012,5565.201456406336
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,1995,0.0013592364617503,0.00206802587372,0.0007703532782539
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,1995,0.0015213694369644,0.0021983957804084,0.0009290319517476
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,1995,510.10230129236004,766.43447645986,290.31384595842
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,1995,590.33293855131,854.82553626912,358.81864888577996
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,1996,5692.9816643700615,8591.055220060398,3221.690555523925
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,1996,8978.603865496141,13024.964967430296,5436.63935191384
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,1996,0.0013142913163771,0.0019991543894598,0.0007410418094502
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,1996,0.0014929507282392,0.0021627935811932,0.0009139678447975
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,1996,493.66640421887996,744.97259765939,279.36861311275
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,1996,578.8472633516301,839.71466383781,350.49812396542
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,1997,5375.461144336112,8105.958913400709,3008.9904610131143
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,1997,8687.38083769082,12669.915731651903,5227.851864381924
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,1997,0.0012306314182754,0.0018762600160747,0.0006878336678876
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,1997,0.0014525763648905,0.0021188389520343,0.0008835885913307
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,1997,463.21672493631,698.51044208367,259.29211825551
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,1997,561.99186686311,819.62443319361,338.19286662339
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,1998,5021.545317231215,7589.798867261198,2774.1184393604417
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,1998,8403.856182011097,12340.573601065298,5004.655607250068
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,1998,0.0011340937013237,0.0017218265966902,0.00062792908948
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,1998,0.0014081851299403,0.0020659847311758,0.0008454729113673
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,1998,428.06653524946,646.99981760598,236.48243592141998
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,1998,543.4756704830401,798.06238549638,323.65006049354
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,1999,4689.495815354859,7112.368887186767,2568.685692399716
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,1999,8138.497464309651,12098.045811956614,4834.703711399443
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,1999,0.0010498292719164,0.0015995868522006,0.0005753300555171
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,1999,0.0013674681778794,0.0020270791702321,0.0008089340824249
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,1999,397.20674538484,602.42742693269,217.57121105725003
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,1999,526.59890894581,782.80023467369,312.82797723586003
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,2000,4543.399274896955,6904.00479356812,2485.89690650812
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,2000,7998.088146815834,11955.187223909768,4742.744026711604
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,2000,0.0010024230104102,0.0015323781781401,0.0005449880234273
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,2000,0.0013383069526862,0.0019964364620534,0.0007827230294529
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,2000,379.88283709593,577.2578568640199,207.85088706379
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,2000,515.03202487484,769.84701476932,305.40611890015003
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,2001,4553.271820480442,6931.619082241296,2484.206582182457
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,2001,7988.943070839822,11914.895817784556,4732.664604708358
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,2001,0.0009825198634587,0.0015009316905955,0.0005366702846571
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,2001,0.001319008717019,0.0019685588444495,0.0007743002226357
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,2001,372.7043582306,567.38203722552,203.34270749222
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,2001,507.54837511179,756.96947122032,300.67259320403
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,2002,4531.058811995186,6912.352452982475,2466.9141375113395
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,2002,7921.290127495972,11802.81590022926,4684.017770848368
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,2002,0.0009657612503229,0.0014755102365095,0.000528155204671
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,2002,0.0013024598478051,0.0019392653336027,0.000766892682758
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,2002,366.56536629701,559.21344525339,199.57482830419002
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,2002,500.84221989071,746.26082636628,296.1580526152
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,2003,4497.388619113823,6878.934824048201,2448.660532550831
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,2003,7828.339745684727,11637.370176041082,4621.604056836784
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,2003,0.0009526496988887,0.0014582967833351,0.0005208230733652
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Percent,2003,0.0012882310030733,0.0019101439049951,0.0007598268250993
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Rate,2003,361.7637936791,553.33211540641,196.96690651172
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Rate,2003,494.95172671128,735.780082384,292.20383662681
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Number,2004,4509.368810969116,6932.95671662389,2455.891767626273
Incidence,Italy,Female,70-74 years,Atrial fibrillation and flutter,Number,2004,7770.448951743305,11520.80158080383,4585.32286508427
Incidence,Italy,Male,70-74 years,Atrial fibrillation and flutter,Percent,2004,0.0009441415339368,0.0014489485246532,0.000516167944409
